LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
5FRUXKSJ34,48,38948,161499,373,57,1,14.88,36,0.26,Master's,Full-time,Married,No,No,Auto,No,0
RN9L769OHU,33,145537,12146,665,96,4,2.28,24,0.45,Bachelor's,Self-employed,Single,Yes,Yes,Business,Yes,0
YW9Q672UAI,19,43098,95941,732,83,1,13.51,60,0.17,Master's,Full-time,Divorced,No,Yes,Home,No,0
8SJKMVGTIW,50,119591,46873,686,74,1,8.1,24,0.42,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,0
1HS7AJYDOM,39,93351,180868,495,104,2,20.72,60,0.17,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
K5C9JJ8QXI,38,31189,102741,611,72,1,4.31,36,0.16,High School,Unemployed,Married,No,No,Auto,Yes,0
7NJT40J6Q6,36,25677,85772,456,93,4,6.32,12,0.38,Master's,Self-employed,Married,No,Yes,Education,No,0
LETKKHG2UQ,53,145386,91592,714,39,3,8.02,12,0.18,Master's,Part-time,Married,No,Yes,Home,Yes,0
RBF3PWNY31,54,99254,79919,341,34,2,2.7,24,0.48,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0
M6CNDTCRVC,62,61555,97350,428,32,2,15.17,60,0.36,High School,Full-time,Single,Yes,Yes,Education,Yes,0
GHY23QYB14,24,111929,247079,490,57,3,24.81,36,0.61,Master's,Full-time,Single,No,Yes,Home,No,0
A7GXOQT9LG,64,42208,114036,368,97,3,15.12,24,0.18,Master's,Full-time,Single,Yes,Yes,Home,Yes,0
F48IDQVSGK,18,48816,42450,713,88,1,23.35,36,0.14,Master's,Part-time,Married,No,Yes,Business,Yes,0
MTZ426EKLF,30,64275,198083,388,107,3,23.74,24,0.52,Bachelor's,Part-time,Married,Yes,No,Business,Yes,0
STL2ZXX13P,57,39937,166093,421,49,4,17.42,48,0.75,High School,Unemployed,Divorced,No,No,Auto,No,0
RV17XS2ML3,52,63617,89916,545,36,1,20.11,48,0.86,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,1
U7P6BK49KM,63,32631,7705,395,40,2,3.26,48,0.31,High School,Full-time,Single,Yes,No,Business,Yes,0
N7UNCPESRR,27,77851,142825,361,30,2,19.64,48,0.28,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,1
7JB1MSXMR4,54,97388,243723,769,89,1,17.06,24,0.43,PhD,Part-time,Married,Yes,Yes,Home,Yes,0
CQ4HARPAFS,42,29373,77648,776,113,4,22.86,60,0.53,High School,Self-employed,Divorced,Yes,Yes,Home,No,0
8W0155NUMY,38,125837,140598,463,96,3,23.84,36,0.44,High School,Part-time,Married,Yes,No,Business,Yes,0
6IZBYLT0OX,51,146983,217614,308,115,3,19.8,12,0.39,Master's,Part-time,Divorced,Yes,No,Business,Yes,0
LGZM6CSMBO,23,38305,27372,568,95,3,11.99,36,0.39,PhD,Self-employed,Married,Yes,No,Business,Yes,0
256TTVGOXF,22,105644,198391,421,60,1,11.11,48,0.21,PhD,Part-time,Divorced,No,Yes,Education,Yes,0
1YKAYCJN2L,64,124620,169946,559,13,3,18.1,36,0.64,Master's,Unemployed,Single,No,Yes,Education,No,0
91G4HA9NNT,55,105244,27534,769,73,4,22.0,12,0.85,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
8UYP5N7T4T,42,63323,62206,517,18,3,15.56,24,0.43,Master's,Self-employed,Single,Yes,Yes,Home,Yes,0
2WKUYPN81E,25,105251,5224,541,65,1,2.82,48,0.29,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
GFWBE2QRLP,67,88266,85664,643,31,3,6.15,48,0.22,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,0
J9KVY3MA2U,53,70225,133547,643,90,4,19.4,60,0.8,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
0AXZ8ETA3Z,37,76589,35057,524,74,4,9.75,60,0.26,Master's,Full-time,Single,No,Yes,Education,Yes,0
ZJPMIS2POY,49,33987,228298,355,112,3,12.92,24,0.15,Bachelor's,Part-time,Single,No,Yes,Home,No,0
LVTS8P304C,28,79491,65004,358,25,4,14.12,36,0.78,Master's,Full-time,Divorced,Yes,Yes,Education,No,0
P6A4VM4UIG,48,49873,57070,305,34,3,9.2,12,0.64,PhD,Part-time,Single,Yes,No,Education,No,0
IV3AWACISY,52,71020,29593,820,7,1,19.59,60,0.8,Master's,Full-time,Single,Yes,Yes,Home,No,0
GZB09GIOLW,33,118725,113295,746,38,2,11.17,48,0.24,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
CG4QA7NDQK,39,87832,233313,544,13,4,15.15,24,0.69,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
HCQD0R4VXW,39,94246,219330,747,69,1,3.97,48,0.39,High School,Self-employed,Divorced,Yes,No,Other,No,0
7VUK3P13OO,27,29851,36596,565,73,2,14.29,12,0.25,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0
7AV77PQK4R,44,76333,181547,678,4,1,21.64,12,0.6,Master's,Part-time,Divorced,Yes,Yes,Auto,No,0
VGPJ4XT00T,44,94702,22502,436,73,3,24.31,24,0.57,PhD,Unemployed,Single,No,Yes,Business,Yes,0
M8EN3SULCF,53,25647,201791,743,2,3,22.53,24,0.53,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0
TFDLZXJD82,23,127569,101312,655,103,1,24.94,60,0.13,Bachelor's,Unemployed,Single,No,Yes,Other,No,0
P0GDGD1R7D,45,56879,102870,335,104,1,6.71,36,0.12,Master's,Full-time,Divorced,Yes,Yes,Home,No,0
FU2KKSS7AQ,19,71162,83113,804,28,2,12.69,60,0.76,PhD,Unemployed,Single,Yes,Yes,Home,No,0
YJOH3PXX1V,45,44769,67344,541,119,2,9.32,36,0.28,Master's,Part-time,Single,No,No,Education,No,0
NC0KQAOABL,55,111828,120068,726,54,4,13.63,24,0.45,High School,Full-time,Single,Yes,Yes,Other,No,0
JEL9VFGK9O,37,68331,239987,732,117,4,6.85,36,0.77,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
MQESHOHWF7,28,84522,24923,312,33,1,17.5,36,0.7,High School,Full-time,Divorced,Yes,Yes,Business,No,0
VGHIQ8GMN9,56,95006,68465,844,115,1,8.91,36,0.44,PhD,Full-time,Married,Yes,Yes,Education,Yes,0
4AV00HV5UH,37,62441,148705,570,81,3,14.43,48,0.74,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0
DM0985FVOK,33,128345,214504,763,3,2,2.59,12,0.33,Master's,Unemployed,Divorced,No,No,Education,Yes,0
ZWGZVV6IX6,65,147939,135755,345,60,3,15.53,60,0.13,Bachelor's,Full-time,Married,No,No,Education,No,0
4CCQHFY4JI,45,109717,84602,495,62,1,13.07,48,0.32,High School,Part-time,Single,No,Yes,Other,Yes,0
468QNK6X6I,67,76830,163080,318,71,4,6.13,24,0.9,PhD,Part-time,Single,Yes,Yes,Home,No,0
P07S4JKMCX,31,99986,21667,556,59,3,18.57,12,0.54,Master's,Self-employed,Divorced,No,Yes,Other,Yes,0
84YYBIAV3A,33,144871,249522,814,73,4,6.26,48,0.47,PhD,Full-time,Single,Yes,No,Auto,Yes,0
MAX036YK17,49,147151,115062,546,23,3,12.68,24,0.52,High School,Full-time,Single,Yes,Yes,Education,No,0
FN99U9791L,69,58886,14825,377,36,3,6.64,12,0.23,Master's,Part-time,Married,No,No,Other,No,0
W0TV51B9Y9,64,143076,120316,599,104,3,21.65,24,0.63,Bachelor's,Part-time,Single,Yes,No,Home,Yes,0
9JRW820BMO,65,25560,165799,411,98,4,23.1,12,0.53,PhD,Part-time,Married,Yes,Yes,Education,Yes,0
42TIMG8G3Q,51,75390,104885,796,90,4,12.02,36,0.85,Master's,Full-time,Married,No,No,Business,No,0
2D851MFBMP,51,36088,51397,567,0,1,21.54,36,0.86,PhD,Part-time,Married,Yes,Yes,Other,No,0
25ZIMR9K0U,46,136616,46427,336,20,3,23.48,48,0.17,Master's,Unemployed,Single,No,Yes,Other,No,0
8E8GM2G7CY,47,123031,15736,674,19,4,12.74,48,0.57,High School,Full-time,Single,No,Yes,Business,No,0
W1MEPXU1TS,56,30878,237795,473,31,3,20.03,36,0.47,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
V8L82MTY3H,34,89980,212342,335,20,1,23.06,36,0.88,PhD,Self-employed,Married,No,No,Education,No,1
4NQK8VGTQI,65,71955,50313,443,15,4,3.94,60,0.78,Bachelor's,Unemployed,Married,No,No,Education,Yes,0
L09N2RI022,34,109030,137551,783,91,1,9.62,36,0.52,High School,Part-time,Married,Yes,No,Auto,No,1
FDX3XVT68L,32,85734,96793,502,99,2,7.52,12,0.3,PhD,Unemployed,Single,No,Yes,Education,Yes,0
GE0LF3HDLJ,29,23746,24895,810,6,3,12.51,12,0.44,High School,Full-time,Single,Yes,Yes,Other,No,0
0F49B5VCBM,57,79690,34445,560,60,2,16.22,12,0.11,Master's,Unemployed,Divorced,Yes,Yes,Business,No,0
K7PIVTM0S7,44,113460,228683,579,79,2,12.68,12,0.77,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,0
L2OORSTQW7,61,113840,91417,333,94,3,7.88,60,0.54,High School,Full-time,Married,No,No,Other,No,0
0409BYKQPX,38,67583,71994,301,20,2,14.78,24,0.15,Master's,Part-time,Single,No,Yes,Business,No,0
I7I2MDE73E,20,54758,151283,346,48,3,22.31,36,0.51,PhD,Unemployed,Single,No,Yes,Business,No,0
WPYDYW0E6B,37,75637,89956,617,86,1,13.66,48,0.27,Bachelor's,Part-time,Single,No,No,Education,No,0
F9XUTAU24K,27,32051,57392,782,52,4,12.02,36,0.7,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,0
IWMBV4OXMC,26,110056,123992,505,50,1,12.52,24,0.82,High School,Self-employed,Single,No,No,Home,Yes,0
KME9OVJTAD,41,147787,129632,534,68,4,2.75,60,0.41,Bachelor's,Self-employed,Single,No,No,Other,Yes,0
0SDZ05QY07,56,145505,35082,453,96,2,5.91,12,0.56,PhD,Self-employed,Single,No,No,Home,Yes,0
D5I5FAKAHZ,47,60207,22420,604,33,3,23.14,24,0.87,High School,Self-employed,Single,Yes,No,Auto,No,0
Y63A0D59YJ,40,119367,207106,493,66,2,24.28,36,0.57,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,1
WMGJI7WO4W,26,21382,118315,758,59,2,11.57,48,0.15,PhD,Full-time,Single,Yes,No,Other,No,0
DWYLO7XYWA,33,59951,186058,827,115,1,12.77,12,0.23,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
17XI44SZ73,51,49470,106236,784,114,2,10.05,36,0.41,High School,Part-time,Single,Yes,Yes,Education,No,0
TCCSCY7205,21,81806,116007,767,119,3,11.58,12,0.16,High School,Part-time,Divorced,Yes,No,Home,Yes,0
4MSS60XDLR,29,116845,238851,473,72,4,23.09,48,0.77,High School,Full-time,Divorced,Yes,No,Auto,Yes,0
L7WWEF5HSY,38,87171,94194,480,111,3,2.26,24,0.5,Master's,Full-time,Divorced,No,No,Education,No,0
FF7TG41U0U,62,69821,216530,734,104,3,9.99,48,0.86,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0
79U2PGLEP6,58,61827,16906,763,88,1,17.54,36,0.42,Master's,Part-time,Divorced,Yes,Yes,Other,No,0
XELD3R4PRJ,22,90096,134487,306,58,2,12.85,48,0.85,Master's,Self-employed,Single,No,No,Business,Yes,0
WQATP0H0KC,33,125274,11230,375,114,3,13.91,48,0.44,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,0
TSH6DH5EAQ,59,149094,50306,473,24,3,24.13,12,0.37,Master's,Part-time,Single,Yes,No,Auto,Yes,0
YTMS0E9605,62,75673,101426,748,80,3,24.43,24,0.25,Master's,Self-employed,Divorced,No,Yes,Business,No,0
KKSNHB2PEV,63,146951,208506,649,109,1,17.17,36,0.45,Bachelor's,Full-time,Married,Yes,Yes,Other,No,0
H8R00M89XY,69,41772,86882,336,32,4,24.15,36,0.84,Master's,Full-time,Divorced,No,No,Education,No,0
6B13JP668V,22,138057,157542,548,60,1,5.04,12,0.59,Bachelor's,Part-time,Single,No,No,Auto,Yes,0
RGU2D94W2L,55,110532,132920,834,44,4,5.52,12,0.25,Master's,Unemployed,Divorced,Yes,No,Business,No,0
D7HG3GOP0Y,56,131046,143476,479,83,2,13.91,60,0.58,PhD,Full-time,Single,No,Yes,Home,Yes,0
XEDYLLJP62,57,110264,104623,750,59,4,6.73,60,0.19,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,0
9AYKWIMGGC,55,45878,192635,696,45,3,5.92,12,0.21,Master's,Unemployed,Divorced,No,Yes,Education,No,0
Y11GJ9TD3G,55,48562,153189,605,103,4,2.87,60,0.17,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,0
YX0FGQ3BN7,25,97167,144279,468,66,4,6.34,36,0.73,Master's,Unemployed,Married,No,No,Home,Yes,0
OU5JWKUIB0,31,85252,9669,404,115,3,3.82,48,0.59,High School,Unemployed,Divorced,No,Yes,Business,Yes,0
C5P2LNZMUS,55,64257,6798,609,6,4,14.03,12,0.19,PhD,Full-time,Divorced,No,No,Education,Yes,0
VUCS7R37K3,63,131321,234248,788,38,2,6.62,60,0.46,Master's,Unemployed,Single,Yes,Yes,Education,No,0
WL1F73SJZD,23,44320,195291,511,56,4,22.83,24,0.32,Master's,Unemployed,Divorced,Yes,Yes,Other,No,1
18Q3QKJ4VE,49,85967,54130,570,98,2,24.95,24,0.28,Master's,Part-time,Single,Yes,No,Home,Yes,0
XVSR5KFDS8,21,35959,200465,310,1,3,23.76,48,0.47,PhD,Full-time,Single,Yes,Yes,Home,No,1
54MTNGTO7K,32,57400,68970,574,39,2,16.47,60,0.87,Master's,Unemployed,Divorced,Yes,Yes,Other,No,0
YFYSL2ZTDC,38,47736,200653,705,54,2,12.44,48,0.47,Master's,Self-employed,Married,Yes,Yes,Business,No,1
MD139EB0TE,18,93942,202636,820,107,4,13.04,48,0.66,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
VRXG1AT88D,67,29180,218027,703,109,1,4.26,60,0.75,PhD,Full-time,Divorced,Yes,Yes,Education,Yes,0
EEFBU7P06R,54,26019,221429,691,2,2,9.66,60,0.85,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
LRGS5R9XT4,31,102409,180839,499,79,4,7.96,48,0.6,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
36WZ1EHJKO,65,139917,134156,465,118,2,11.11,60,0.89,Master's,Self-employed,Divorced,No,Yes,Education,No,0
468KD0O9EP,43,49973,127752,643,84,1,4.24,36,0.76,Master's,Part-time,Married,No,Yes,Business,No,0
EGZMZATJ6O,42,75874,39810,341,32,2,10.94,48,0.89,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,0
IEEZ2LD11Z,42,111356,110745,621,67,2,20.28,12,0.13,PhD,Self-employed,Married,Yes,No,Auto,Yes,0
IQPEM2MT4H,27,41790,86747,523,2,4,16.85,60,0.61,Master's,Self-employed,Married,Yes,No,Home,No,1
73P12R843E,43,39132,169783,758,9,1,20.22,36,0.77,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,0
QD2XG7TLLS,65,64983,47444,565,58,2,18.39,24,0.79,Master's,Unemployed,Married,Yes,Yes,Education,Yes,0
1THNK7UAOZ,40,114036,64547,545,75,3,24.93,12,0.29,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,0
PPHDSEFHWK,29,112843,249092,680,63,4,3.16,36,0.18,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
XHQIB1FZSD,49,27791,219366,817,41,1,8.13,48,0.77,Master's,Part-time,Single,No,No,Business,No,0
NNO8XM7R8A,31,85587,47214,343,43,4,11.29,48,0.36,Bachelor's,Full-time,Married,No,No,Other,Yes,0
OHOFU5M5TD,25,23935,44522,565,77,1,20.87,36,0.18,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
F9ZSS4IB93,66,47670,105645,378,101,3,15.06,12,0.81,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
QTX1D5D354,69,94893,24589,321,8,4,24.41,12,0.32,Master's,Self-employed,Married,Yes,Yes,Education,No,0
5OREUO4FJK,52,23345,120141,602,76,1,18.19,24,0.67,Bachelor's,Self-employed,Married,Yes,No,Auto,No,0
SLA554NCK0,49,145712,68127,586,78,4,10.03,36,0.39,High School,Self-employed,Single,Yes,Yes,Business,No,0
20O6NJNNWX,64,129557,169352,733,9,4,10.5,36,0.54,Bachelor's,Part-time,Single,No,No,Education,Yes,0
BUB5G8WLB7,24,34051,20785,330,39,2,16.17,12,0.84,Master's,Full-time,Divorced,Yes,No,Business,No,0
4Z7IHCJOIM,57,34888,34668,759,41,4,4.68,36,0.44,High School,Unemployed,Divorced,No,No,Other,No,0
JVLL6XU8KM,68,138577,45706,403,46,2,24.92,24,0.81,PhD,Full-time,Divorced,Yes,No,Education,Yes,0
LS3MIUVT9H,69,75429,185454,658,5,1,2.35,12,0.85,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
4RJ9CIIV1I,35,94205,209756,740,115,1,6.25,24,0.79,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,1
29AW9RO1C1,56,107754,155805,567,94,4,3.17,12,0.12,High School,Self-employed,Married,Yes,No,Auto,No,0
S5Z8DNHEVB,63,108308,243339,309,61,2,12.08,48,0.56,PhD,Full-time,Single,No,Yes,Business,Yes,0
O5RXDDV0IO,23,107728,191427,729,48,1,10.39,36,0.24,Master's,Self-employed,Married,No,Yes,Home,Yes,0
WCVF62MQIH,35,28382,44226,649,11,3,18.33,48,0.13,PhD,Unemployed,Married,No,Yes,Auto,Yes,0
UMV57MIA10,43,77913,213999,614,27,4,17.95,24,0.55,Master's,Full-time,Single,Yes,No,Business,Yes,0
GQV5769LDX,55,91124,239171,763,92,1,17.83,24,0.85,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0
J39JIH41DQ,63,148227,246566,560,7,3,17.35,12,0.46,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
KMAEG22MX4,37,56492,197188,515,23,1,4.69,24,0.36,PhD,Part-time,Married,No,No,Auto,Yes,0
0VH6FLOI1J,27,141261,10473,625,73,1,12.36,36,0.55,High School,Full-time,Divorced,No,Yes,Auto,Yes,0
4O1R6JWH3A,34,24339,169690,737,93,3,22.82,36,0.73,High School,Full-time,Married,No,Yes,Auto,Yes,1
L0CJFCCWKU,23,115613,21433,376,87,3,3.19,48,0.89,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
5HX1GRTCGO,31,67013,11226,792,56,3,13.38,48,0.48,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0
131AJCN67M,48,50624,167247,699,97,4,6.04,60,0.8,PhD,Part-time,Single,No,Yes,Education,Yes,0
W1D18XT9AV,42,112241,244774,533,56,3,23.01,12,0.44,High School,Self-employed,Married,No,Yes,Home,Yes,0
7FSGW3LW5J,24,22621,159600,304,38,2,11.72,24,0.72,Master's,Full-time,Single,No,No,Business,Yes,0
ASTTFZTJRP,37,67358,174717,317,35,1,4.43,24,0.51,PhD,Unemployed,Married,No,Yes,Education,Yes,0
MDDIP1OPDE,29,141265,200372,334,7,1,15.07,48,0.48,Master's,Full-time,Married,No,Yes,Home,Yes,0
3CBWZNWYUE,19,74421,239650,462,36,2,10.38,24,0.39,PhD,Part-time,Married,Yes,No,Business,No,0
NUEGUM0PQS,57,20727,30903,810,50,3,5.17,12,0.18,PhD,Part-time,Single,No,No,Home,Yes,0
3H1L5HV85T,57,131054,165669,617,82,3,20.66,24,0.56,PhD,Unemployed,Divorced,No,Yes,Home,Yes,0
ZO9O5119MU,23,44914,40971,532,73,4,11.01,24,0.52,PhD,Unemployed,Divorced,No,Yes,Business,No,0
9WXMLFKFEX,57,138686,24538,602,29,3,22.86,60,0.36,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes,0
NP48Z3UUQ6,38,85460,140172,451,55,3,24.48,36,0.61,High School,Part-time,Married,Yes,No,Education,No,0
Z0P6LBNMB5,66,91059,99594,594,77,1,7.3,36,0.37,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
EFJO4PXE16,42,93949,96305,461,72,4,16.84,48,0.21,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
K28JZYNFTI,68,54763,18614,501,50,2,2.5,36,0.63,Bachelor's,Part-time,Single,Yes,No,Education,Yes,0
EBYPOMXZ16,29,120427,226872,617,22,3,5.42,12,0.13,Master's,Part-time,Single,No,No,Education,No,0
WV83QCEDZK,31,114363,130927,812,69,3,4.61,60,0.61,Master's,Full-time,Single,No,Yes,Other,No,0
U12O4U20BS,22,108157,195647,565,46,4,19.56,12,0.37,Bachelor's,Full-time,Divorced,No,No,Business,Yes,0
L181YTACLH,60,117147,142621,685,69,4,4.41,60,0.39,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
7GADU887VZ,40,148231,14213,750,110,2,9.98,12,0.66,Bachelor's,Unemployed,Single,No,Yes,Other,No,0
6E5LJIBRE2,37,80721,53281,332,89,3,21.52,60,0.7,Bachelor's,Full-time,Single,Yes,No,Home,No,0
QA9A7X9NLO,37,94639,77130,819,106,1,22.94,36,0.56,PhD,Self-employed,Divorced,No,No,Education,No,0
646JF7QUY2,27,116243,22251,406,98,1,8.18,60,0.17,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
OUVERK7EX8,62,126796,180627,387,110,2,15.96,48,0.77,PhD,Part-time,Married,No,No,Business,Yes,0
W8Z7PR5JGS,53,52550,163436,316,44,3,10.06,24,0.42,Master's,Unemployed,Married,No,No,Other,Yes,0
R6NB2NQIYO,25,49444,55891,726,45,3,12.23,36,0.5,Master's,Self-employed,Single,Yes,Yes,Auto,No,1
FPN5Y358JS,57,29979,116222,527,45,1,22.97,60,0.11,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
1ADWM0HN4G,19,95665,12537,768,10,4,7.98,48,0.8,PhD,Self-employed,Married,No,Yes,Other,No,0
47R09HX1RZ,59,91664,99595,826,12,3,6.98,12,0.12,High School,Full-time,Divorced,Yes,No,Business,No,0
VZZ7M6183J,53,119219,142812,517,67,4,24.91,12,0.8,Master's,Part-time,Married,Yes,Yes,Auto,No,0
J3MQM31681,33,57737,6007,512,42,2,17.47,12,0.59,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,0
8XLYZLN1L6,54,22137,205969,674,11,3,14.43,24,0.21,High School,Full-time,Married,Yes,No,Auto,No,1
WVHV0LKCCU,43,98656,50418,522,91,2,2.2,12,0.77,Bachelor's,Self-employed,Married,No,Yes,Auto,Yes,0
Y2JHPJYXBM,26,122116,156473,585,56,2,7.7,24,0.34,Master's,Self-employed,Divorced,Yes,No,Business,Yes,0
CYQRWWIS75,20,55559,28629,762,5,4,24.7,60,0.63,High School,Self-employed,Married,No,No,Other,No,1
4FC9O24IDD,68,51485,80900,805,34,4,23.35,60,0.28,Master's,Self-employed,Divorced,No,No,Education,Yes,0
GB2HA0X1BO,65,29620,38423,564,74,4,17.14,12,0.23,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
ZBKJP6R4DK,62,18782,137423,466,95,3,10.31,48,0.53,Bachelor's,Unemployed,Single,No,No,Other,No,0
4MUTGO36U8,39,40002,95307,534,35,2,8.24,12,0.88,PhD,Self-employed,Single,Yes,No,Education,No,0
N3MYJ9YMR9,27,68167,52684,811,38,2,21.12,60,0.63,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,No,0
LRNBZFVAVS,30,19365,185481,669,17,1,24.73,12,0.85,High School,Unemployed,Single,No,No,Auto,No,1
PSRF6HQ4OE,25,76287,241835,789,3,4,21.42,36,0.13,Bachelor's,Part-time,Single,No,Yes,Other,Yes,0
XFP7L432W4,31,43598,54449,450,91,4,6.36,36,0.35,PhD,Unemployed,Divorced,Yes,Yes,Other,No,0
HSTMCF4V3I,45,123201,175964,637,11,3,13.53,12,0.72,High School,Part-time,Single,Yes,Yes,Other,Yes,0
TX5HQAL0L5,48,79781,179013,401,74,3,9.76,48,0.28,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,0
8CK283C8C6,49,98343,91103,747,23,1,5.74,36,0.77,Master's,Self-employed,Single,No,No,Other,No,0
RHERZOB23A,67,114372,12775,783,6,3,14.68,12,0.2,High School,Part-time,Divorced,No,Yes,Home,No,0
XRVE97CCBI,56,114319,93059,841,86,4,22.08,36,0.2,High School,Full-time,Married,Yes,No,Business,No,0
H2YXGFZT33,21,16334,249912,494,60,3,20.13,12,0.57,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,1
SGN003U79K,48,97443,210294,712,46,1,12.25,36,0.87,Master's,Self-employed,Single,Yes,No,Home,Yes,0
5CC85JMWN8,19,40059,35556,355,102,2,17.37,24,0.24,Master's,Self-employed,Divorced,Yes,No,Other,Yes,0
7389E2BAV8,62,145586,102932,810,79,3,3.33,12,0.37,PhD,Unemployed,Married,Yes,Yes,Auto,Yes,0
WHIB9ZB4FV,24,81541,12714,797,46,2,22.5,24,0.7,Bachelor's,Part-time,Single,No,No,Business,Yes,0
TTOEI5JU3H,18,141987,217561,823,20,1,15.99,36,0.88,Bachelor's,Self-employed,Divorced,No,No,Other,No,1
M1QSM2N0SM,18,18966,110947,783,67,2,5.96,24,0.14,Master's,Full-time,Married,No,No,Home,No,0
M3E0RJ855Y,48,15576,103667,834,56,4,22.76,12,0.12,Bachelor's,Full-time,Single,No,No,Business,Yes,1
0CML05ACFI,67,19122,73540,838,55,2,16.77,12,0.66,PhD,Full-time,Divorced,Yes,Yes,Business,No,0
MCICISRLFQ,56,102674,84171,330,50,2,14.8,12,0.64,Master's,Full-time,Divorced,Yes,Yes,Auto,No,0
CIASHLKHET,37,91092,45356,569,78,3,7.33,48,0.84,High School,Full-time,Single,Yes,No,Other,Yes,0
52FBNUW60K,29,96713,188199,497,2,2,15.61,12,0.63,High School,Part-time,Divorced,Yes,No,Home,No,0
GQ4NW6AW7R,22,72038,174248,787,70,1,19.75,60,0.46,Bachelor's,Unemployed,Single,Yes,No,Other,No,0
TNDTFZN9AN,68,48111,23472,454,89,3,20.3,36,0.63,PhD,Unemployed,Divorced,No,Yes,Other,No,0
IX240CR7QI,56,31526,217382,672,93,3,18.3,48,0.65,Bachelor's,Self-employed,Single,Yes,No,Business,No,0
KMF3FL7MUL,40,148546,173434,579,34,1,11.07,60,0.64,Master's,Self-employed,Married,Yes,Yes,Business,No,0
G50Y9SBY67,43,38292,7716,606,74,1,5.23,60,0.23,PhD,Self-employed,Divorced,No,No,Education,Yes,0
F2MAVRJSRK,19,33596,14397,546,52,1,17.22,48,0.32,High School,Unemployed,Single,No,Yes,Business,Yes,1
GR8PHQNTGJ,38,128928,25269,744,99,2,5.17,36,0.7,Master's,Full-time,Married,Yes,Yes,Auto,No,0
K3RNJUE513,65,25986,162445,472,8,1,14.64,48,0.84,PhD,Part-time,Single,Yes,Yes,Home,No,0
9PKKA3BBIJ,20,144147,56029,520,104,4,16.46,48,0.59,Bachelor's,Part-time,Single,Yes,No,Business,Yes,0
DVIZ7GFH2O,67,131368,28786,549,35,4,18.24,60,0.37,High School,Self-employed,Married,No,Yes,Other,No,0
A8YF0XK1T8,54,58853,195171,814,116,3,5.83,60,0.6,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0
9F1PCI9FJ2,30,107179,26828,684,74,1,6.52,60,0.82,High School,Full-time,Single,No,No,Other,No,0
I3ZP3O321M,34,73454,141784,317,53,1,21.72,36,0.8,High School,Part-time,Married,No,Yes,Business,No,0
